record_key,mouse_record,sex_group,version,annotator_a,annotator_b,n_frames_compared,accuracy,balanced_accuracy,macro_f1,cohen_kappa,mcc,ari,nmi
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator5,annotator6,24292,0.9472254240079039,0.7117795661172595,0.5606317880226275,0.8966721496977132,0.8974419195982081,0.8562829250494305,0.7642618402940302
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator5,annotator7,24292,0.9108760085624897,0.6531293684646242,0.6633601459373989,0.8158782816769213,0.8186804139000385,0.7426923428135683,0.6235230326077306
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator5,annotator8,24292,0.8898402766342829,0.6323715669054465,0.6362948514950626,0.7750201200987652,0.7764065205675744,0.7136147211252807,0.5673401516575869
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator6,annotator7,24292,0.9035896591470443,0.6383558762957171,0.6559396503153605,0.8049995851278451,0.81113881775384,0.7248358587068137,0.6219748464433238
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator6,annotator8,24292,0.8909105878478512,0.6256820626451787,0.6375169874039793,0.7816579164042782,0.7855447845162051,0.7138476897285578,0.5828946002184389
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v1,annotator7,annotator8,24292,0.9043718096492672,0.8707132269173212,0.8627665923053396,0.7965781984209626,0.796819643203208,0.7210047722135342,0.5694833682017866
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator2,24292,0.9571463856413635,0.956009421788285,0.9439923009363698,0.9150483056468597,0.9154105755299947,0.8790855022901243,0.7989456261038295
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator3,24292,0.9682199901202042,0.9466284048393961,0.9580994728005271,0.9350865519379056,0.9355660664441701,0.904381266955703,0.8297317026323268
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator4,24292,0.9594105055162193,0.9309717840007913,0.9465459956907813,0.9161467562069868,0.9179012511169006,0.8756929629462973,0.7984759528181796
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator5,24292,0.9718014161040672,0.9595363729683918,0.9618042439590377,0.943084220517241,0.943117803606034,0.9192672538063589,0.8430549387926728
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator6,24292,0.9608513090729458,0.9470144109788002,0.9448399283816032,0.9223348571194123,0.923470949653062,0.8956539599576089,0.8166677661538695
Female_likely/Mouse060_20160526_18-16-27,Mouse060_20160526_18-16-27,Female_likely,v2,annotator1,annotator7,24292,0.947760579614688,0.9229744444958795,0.9324009495328243,0.8932058481552593,0.8938199918542165,0.8461258587807617,0.7511124582392423
